geometry,code
POINT (0.000768268643618 0.000248214654981),BaylorSCH0SE-WasinkhyahTMP0SE-278
POINT (0.0007682836978857 0.0002482204200709),BaylorSCH0SE-WasinkhyahTMP0SE-279
POINT (0.0007682189456215 0.0002482087363586),BaylorSCH0SW-WasinkhyahTMP0SW-102
POINT (0.0007682589859945 0.0002482007872056),BaylorSCH0S-WasinkhyahTMP0S-175
POINT (0.0007682690959877 0.0002482147539747),BaylorSCH0SE-WasinkhyahTMP0SE-280
POINT (0.0007682675086906 0.0002482144538854),BaylorSCH0SE-WasinkhyahTMP0SE-281
POINT (0.0007682609393885 0.0002482223884884),BaylorSCH0SE-WasinkhyahTMP0SE-282
POINT (0.0007682644895048 0.0002482217221498),BaylorSCH0SE-WasinkhyahTMP0SE-283
POINT (0.000768217989419 0.0002482325206069),BaylorSCH0W-WasinkhyahTMP0W-51
POINT (0.0007682227329853 0.0002482326988875),BaylorSCH0W-WasinkhyahTMP0W-52
POINT (0.0007682245221203 0.0002482262631932),BaylorSCH0SW-WasinkhyahTMP0SW-103
POINT (0.0007682249143564 0.000248225105251),BaylorSCH0SW-WasinkhyahTMP0SW-104
POINT (0.000768224152757 0.0002482288865409),BaylorSCH0W-WasinkhyahTMP0W-53
POINT (0.0007682272398174 0.0002482333745241),BaylorSCH0W-WasinkhyahTMP0W-54
POINT (0.0007682291321351 0.0002482312822309),BaylorSCH0W-WasinkhyahTMP0W-55
POINT (0.0007682332760745 0.0002482277986827),BaylorSCH0SW-WasinkhyahTMP0SW-105
POINT (0.0007682350162431 0.0002482285145646),BaylorSCH0SW-WasinkhyahTMP0SW-106
POINT (0.0007682648214167 0.0002482380864427),BaylorSCH0E-WasinkhyahTMP0E-50
POINT (0.0007682651290665 0.0002482333948628),BaylorSCH0E-WasinkhyahTMP0E-51
POINT (0.0007682611383949 0.0002482368695754),BaylorSCH0E-WasinkhyahTMP0E-52
POINT (0.0007682379182349 0.0002482291865085),BaylorSCH0SW-WasinkhyahTMP0SW-107
POINT (0.0007682394792407 0.0002482316545731),BaylorSCH0SW-WasinkhyahTMP0SW-108
POINT (0.0007682399536842 0.0002482315673112),BaylorSCH0SW-WasinkhyahTMP0SW-109
POINT (0.0007682622679704 0.0002482230082704),BaylorSCH0SE-WasinkhyahTMP0SE-284
POINT (0.0007682640664618 0.0002482231946307),BaylorSCH0SE-WasinkhyahTMP0SE-285
POINT (0.0007682595956143 0.0002482249741615),BaylorSCH0SE-WasinkhyahTMP0SE-286
POINT (0.0007682589812855 0.0002482240614712),BaylorSCH0SE-WasinkhyahTMP0SE-287
POINT (0.0007682677811824 0.0002482238679372),BaylorSCH0SE-WasinkhyahTMP0SE-288
POINT (0.0007682740286746 0.0002482224340771),BaylorSCH0SE-WasinkhyahTMP0SE-289
POINT (0.0007682602160732 0.0002482315954106),BaylorSCH0E-WasinkhyahTMP0E-53
POINT (0.0007682343073129 0.0002482243671167),BaylorSCH0SW-WasinkhyahTMP0SW-110
POINT (0.0007682329399229 0.0002482229147753),BaylorSCH0SW-WasinkhyahTMP0SW-111
POINT (0.0007682348768387 0.0002482162962598),BaylorSCH0SW-WasinkhyahTMP0SW-112
POINT (0.0007682334000844 0.0002482167012348),BaylorSCH0SW-WasinkhyahTMP0SW-113
POINT (0.0007682361196631 0.0002482160370366),BaylorSCH0SW-WasinkhyahTMP0SW-114
POINT (0.0007682376868802 0.0002482157323921),BaylorSCH0SW-WasinkhyahTMP0SW-115
POINT (0.0007682379066757 0.0002482187968157),BaylorSCH0SW-WasinkhyahTMP0SW-116
POINT (0.0007682419142203 0.0002482305267795),BaylorSCH0SW-WasinkhyahTMP0SW-117
POINT (0.0007682438200226 0.0002482299654175),BaylorSCH0SW-WasinkhyahTMP0SW-118
POINT (0.0007682611852025 0.0002482352155227),BaylorSCH0E-WasinkhyahTMP0E-54
POINT (0.0007682553675246 0.0002482252236128),BaylorSCH0SE-WasinkhyahTMP0SE-290
POINT (0.0007682559257827 0.0002482259994278),BaylorSCH0SE-WasinkhyahTMP0SE-291
POINT (0.0007682565149375 0.0002482271018185),BaylorSCH0SE-WasinkhyahTMP0SE-292
POINT (0.0007682572489378 0.000248226946629),BaylorSCH0SE-WasinkhyahTMP0SE-293
POINT (0.0007682608939696 0.0002482242294242),BaylorSCH0SE-WasinkhyahTMP0SE-294
POINT (0.000768273490029 0.0002482274946014),BaylorSCH0E-WasinkhyahTMP0E-55
POINT (0.0007682645272152 0.000248234137371),BaylorSCH0E-WasinkhyahTMP0E-56
POINT (0.000768247160408 0.0002482320706194),BaylorSCH0S-WasinkhyahTMP0S-176
POINT (0.0007682526593936 0.0002482299376089),BaylorSCH0SE-WasinkhyahTMP0SE-295
POINT (0.0007682588685591 0.0002482360343243),BaylorSCH0E-WasinkhyahTMP0E-57
POINT (0.0007682515824909 0.0002482266394877),BaylorSCH0SE-WasinkhyahTMP0SE-296
POINT (0.0007682553656198 0.000248230479703),BaylorSCH0SE-WasinkhyahTMP0SE-297
POINT (0.0007682362894456 0.0002482012471762),BaylorSCH0S-WasinkhyahTMP0S-177
POINT (0.0007682371488217 0.0002481994951251),BaylorSCH0S-WasinkhyahTMP0S-178
POINT (0.0007682433355311 0.0002481950183419),BaylorSCH0S-WasinkhyahTMP0S-179
POINT (0.0007682257347151 0.0002482298482956),BaylorSCH0W-WasinkhyahTMP0W-56
POINT (0.0007682416253095 0.0002482172393013),BaylorSCH0S-WasinkhyahTMP0S-180
POINT (0.0007682400685631 0.0002482175844911),BaylorSCH0S-WasinkhyahTMP0S-181
POINT (0.0007682436218613 0.0002482223911042),BaylorSCH0S-WasinkhyahTMP0S-182
POINT (0.0007682487682211 0.0002482219665539),BaylorSCH0S-WasinkhyahTMP0S-183
POINT (0.0007682545308766 0.0002482272677068),BaylorSCH0SE-WasinkhyahTMP0SE-298
POINT (0.0007682484166409 0.0002482280550315),BaylorSCH0S-WasinkhyahTMP0S-184
POINT (0.0007682522682493 0.000248224977621),BaylorSCH0SE-WasinkhyahTMP0SE-299
POINT (0.0007682535342543 0.0002482254750047),BaylorSCH0SE-WasinkhyahTMP0SE-300
POINT (0.0007682582787359 0.0002482285895355),BaylorSCH0SE-WasinkhyahTMP0SE-301
POINT (0.0007682531175496 0.0002482284405369),BaylorSCH0SE-WasinkhyahTMP0SE-302
POINT (0.0007682525031382 0.000248228957957),BaylorSCH0SE-WasinkhyahTMP0SE-303
POINT (0.0007682500134298 0.0002482293548437),BaylorSCH0SE-WasinkhyahTMP0SE-304
POINT (0.0007682539002789 0.0002482357155008),BaylorSCH0E-WasinkhyahTMP0E-58
POINT (0.0007682577921524 0.0002482336265924),BaylorSCH0E-WasinkhyahTMP0E-59
POINT (0.0007682613100369 0.0002482324648623),BaylorSCH0E-WasinkhyahTMP0E-60
POINT (0.0007682490744695 0.0002482341837586),BaylorSCH0SE-WasinkhyahTMP0SE-305
POINT (0.0007682155138133 0.0002482253804755),BaylorSCH0W-WasinkhyahTMP0W-57
POINT (0.000768212960283 0.0002482215876065),BaylorSCH0SW-WasinkhyahTMP0SW-119
POINT (0.0007682169316496 0.0002482204980728),BaylorSCH0SW-WasinkhyahTMP0SW-120
POINT (0.0007682164440798 0.0002482208905042),BaylorSCH0SW-WasinkhyahTMP0SW-121
POINT (0.0007682284149447 0.0002482210535856),BaylorSCH0SW-WasinkhyahTMP0SW-122
POINT (0.0007682541864563 0.0002482338871896),BaylorSCH0E-WasinkhyahTMP0E-61
POINT (0.0007682549963153 0.000248233547103),BaylorSCH0E-WasinkhyahTMP0E-62
POINT (0.0007682555305362 0.0002482328892755),BaylorSCH0E-WasinkhyahTMP0E-63
POINT (0.0007682562213468 0.0002482318241912),BaylorSCH0SE-WasinkhyahTMP0SE-306
POINT (0.0007682542509895 0.0002482313125844),BaylorSCH0SE-WasinkhyahTMP0SE-307
POINT (0.0007682512491643 0.0002482325541093),BaylorSCH0SE-WasinkhyahTMP0SE-308
POINT (0.0007682487314807 0.000248229818909),BaylorSCH0S-WasinkhyahTMP0S-185
POINT (0.0007682504710195 0.0002482252791433),BaylorSCH0S-WasinkhyahTMP0S-186
POINT (0.0007682680073348 0.0002482225354129),BaylorSCH0SE-WasinkhyahTMP0SE-309
POINT (0.000768265795549 0.000248223418229),BaylorSCH0SE-WasinkhyahTMP0SE-310
POINT (0.0007682901928542 0.0002482129975893),BaylorSCH0SE-WasinkhyahTMP0SE-311
POINT (0.0007682167723553 0.0002482121203971),BaylorSCH0SW-WasinkhyahTMP0SW-123
POINT (0.0007682137325884 0.0002482098437472),BaylorSCH0SW-WasinkhyahTMP0SW-124
POINT (0.0007682136997719 0.0002482118424227),BaylorSCH0SW-WasinkhyahTMP0SW-125
POINT (0.0007682116540726 0.0002482139692998),BaylorSCH0SW-WasinkhyahTMP0SW-126
POINT (0.00076821465557 0.0002482134983927),BaylorSCH0SW-WasinkhyahTMP0SW-127
POINT (0.0007682118125999 0.0002482126045764),BaylorSCH0SW-WasinkhyahTMP0SW-128
POINT (0.000768212709784 0.000248213783585),BaylorSCH0SW-WasinkhyahTMP0SW-129
POINT (0.0007682154105208 0.000248216083877),BaylorSCH0SW-WasinkhyahTMP0SW-130
POINT (0.0007682155038003 0.0002482123041571),BaylorSCH0SW-WasinkhyahTMP0SW-131
POINT (0.0007682120980967 0.0002482108748437),BaylorSCH0SW-WasinkhyahTMP0SW-132
POINT (0.0007682139021465 0.0002482137791547),BaylorSCH0SW-WasinkhyahTMP0SW-133
POINT (0.0007682162491386 0.0002482156434097),BaylorSCH0SW-WasinkhyahTMP0SW-134
POINT (0.0007682145081896 0.0002482163098406),BaylorSCH0SW-WasinkhyahTMP0SW-135
POINT (0.000768212524075 0.0002482162534684),BaylorSCH0SW-WasinkhyahTMP0SW-136
POINT (0.000768211013805 0.0002482150428612),BaylorSCH0SW-WasinkhyahTMP0SW-137
POINT (0.0007682135704798 0.0002482164689312),BaylorSCH0SW-WasinkhyahTMP0SW-138
POINT (0.0007682116426332 0.0002482310190089),BaylorSCH0W-WasinkhyahTMP0W-58
POINT (0.0007682151769832 0.0002482381701754),BaylorSCH0W-WasinkhyahTMP0W-59
POINT (0.0007682261612764 0.0002481974170106),BaylorSCH0SW-WasinkhyahTMP0SW-139
POINT (0.0007682254927355 0.0002481985743937),BaylorSCH0SW-WasinkhyahTMP0SW-140
POINT (0.0007682264209954 0.0002481962807873),BaylorSCH0SW-WasinkhyahTMP0SW-141
POINT (0.0007682276678788 0.0002481971645515),BaylorSCH0SW-WasinkhyahTMP0SW-142
POINT (0.0007682245035157 0.000248199041521),BaylorSCH0SW-WasinkhyahTMP0SW-143
POINT (0.0007682247460897 0.000248196106396),BaylorSCH0SW-WasinkhyahTMP0SW-144
POINT (0.0007682513717798 0.0002482078475517),BaylorSCH0S-WasinkhyahTMP0S-187
POINT (0.0007682519461965 0.0002482076307719),BaylorSCH0S-WasinkhyahTMP0S-188
POINT (0.0007682470884868 0.0002482261143713),BaylorSCH0S-WasinkhyahTMP0S-189
POINT (0.000768249103464 0.0002482235123697),BaylorSCH0S-WasinkhyahTMP0S-190
POINT (0.0007682445155904 0.0002482264067767),BaylorSCH0S-WasinkhyahTMP0S-191
POINT (0.00076823057546 0.0002482203786465),BaylorSCH0SW-WasinkhyahTMP0SW-145
POINT (0.0007682506967376 0.0002482218555097),BaylorSCH0S-WasinkhyahTMP0S-192
POINT (0.0007682191127461 0.0002482209808305),BaylorSCH0SW-WasinkhyahTMP0SW-146
POINT (0.0007682273130476 0.000248227841507),BaylorSCH0W-WasinkhyahTMP0W-60
POINT (0.00076822858685 0.0002482203231544),BaylorSCH0SW-WasinkhyahTMP0SW-147
POINT (0.0007682286912629 0.0002482227379596),BaylorSCH0SW-WasinkhyahTMP0SW-148
POINT (0.0007682508634324 0.0002482228864017),BaylorSCH0S-WasinkhyahTMP0S-193
POINT (0.0007682433350816 0.0002482256312083),BaylorSCH0S-WasinkhyahTMP0S-194
POINT (0.0007682233644455 0.0002482216825637),BaylorSCH0SW-WasinkhyahTMP0SW-149
POINT (0.0007682297108213 0.0002482176625002),BaylorSCH0SW-WasinkhyahTMP0SW-150
POINT (0.0007682506129632 0.0002482239439774),BaylorSCH0S-WasinkhyahTMP0S-195
POINT (0.0007682286016054 0.0002482194023497),BaylorSCH0SW-WasinkhyahTMP0SW-151
POINT (0.0007682272074661 0.0002482223091805),BaylorSCH0SW-WasinkhyahTMP0SW-152
POINT (0.0007682486170823 0.0002482237330262),BaylorSCH0S-WasinkhyahTMP0S-196
POINT (0.0007682265028412 0.0002482264321463),BaylorSCH0SW-WasinkhyahTMP0SW-153
POINT (0.0007682519814375 0.0002482216470067),BaylorSCH0S-WasinkhyahTMP0S-197
POINT (0.0007682248206467 0.0002482242458849),BaylorSCH0SW-WasinkhyahTMP0SW-154
POINT (0.0007682447786411 0.0002482252218122),BaylorSCH0S-WasinkhyahTMP0S-198
POINT (0.0007682273680768 0.0002482231359499),BaylorSCH0SW-WasinkhyahTMP0SW-155
POINT (0.000768245621736 0.0002482260451894),BaylorSCH0S-WasinkhyahTMP0S-199
POINT (0.0007682255519827 0.0002482213425559),BaylorSCH0SW-WasinkhyahTMP0SW-156
POINT (0.0007682291290498 0.0002482221523643),BaylorSCH0SW-WasinkhyahTMP0SW-157
POINT (0.0007682289455325 0.0002482238788495),BaylorSCH0SW-WasinkhyahTMP0SW-158
POINT (0.000768222884489 0.0002482233860517),BaylorSCH0SW-WasinkhyahTMP0SW-159
POINT (0.000768253481398 0.0002482222409164),BaylorSCH0SE-WasinkhyahTMP0SE-312
POINT (0.0007682241836014 0.0002482207717647),BaylorSCH0SW-WasinkhyahTMP0SW-160
POINT (0.000768229204433 0.000248218928716),BaylorSCH0SW-WasinkhyahTMP0SW-161
POINT (0.0007682599831837 0.0002482240311632),BaylorSCH0SE-WasinkhyahTMP0SE-313
POINT (0.0007682462174378 0.0002482245777079),BaylorSCH0S-WasinkhyahTMP0S-200
POINT (0.0007682296098081 0.0002482203583304),BaylorSCH0SW-WasinkhyahTMP0SW-162
POINT (0.0007682554737302 0.0002482243755926),BaylorSCH0SE-WasinkhyahTMP0SE-314
POINT (0.0007682328834044 0.0002482167240292),BaylorSCH0SW-WasinkhyahTMP0SW-163
POINT (0.000768232232588 0.000248216885308),BaylorSCH0SW-WasinkhyahTMP0SW-164
POINT (0.0007682289146618 0.0002482175358919),BaylorSCH0SW-WasinkhyahTMP0SW-165
POINT (0.0007682453871155 0.000248225057886),BaylorSCH0S-WasinkhyahTMP0S-201
POINT (0.0007682244712881 0.0002482218618077),BaylorSCH0SW-WasinkhyahTMP0SW-166
POINT (0.0007682305388426 0.0002482172785524),BaylorSCH0SW-WasinkhyahTMP0SW-167
POINT (0.0007682494007705 0.0002482231923326),BaylorSCH0S-WasinkhyahTMP0S-202
POINT (0.0007682506075691 0.0002482246472518),BaylorSCH0S-WasinkhyahTMP0S-203
POINT (0.000768257801462 0.0002482249214127),BaylorSCH0SE-WasinkhyahTMP0SE-315
POINT (0.0007682370638622 0.0002482163980112),BaylorSCH0SW-WasinkhyahTMP0SW-168
POINT (0.0007682573854817 0.000248223687092),BaylorSCH0SE-WasinkhyahTMP0SE-316
POINT (0.0007682516845657 0.0002482276986425),BaylorSCH0SE-WasinkhyahTMP0SE-317
POINT (0.000768236338853 0.0002482063711666),BaylorSCH0S-WasinkhyahTMP0S-204
POINT (0.0007682381621039 0.0002482156340073),BaylorSCH0SW-WasinkhyahTMP0SW-169
POINT (0.0007682444142003 0.0002482285669806),BaylorSCH0S-WasinkhyahTMP0S-205
POINT (0.0007682362198262 0.0002482023916299),BaylorSCH0S-WasinkhyahTMP0S-206
POINT (0.000768257346405 0.0002482230524323),BaylorSCH0SE-WasinkhyahTMP0SE-318
POINT (0.0007682590164076 0.0002482251718929),BaylorSCH0SE-WasinkhyahTMP0SE-319
POINT (0.0007682604397311 0.0002482253282639),BaylorSCH0SE-WasinkhyahTMP0SE-320
POINT (0.0007682518201448 0.0002482271817332),BaylorSCH0SE-WasinkhyahTMP0SE-321
POINT (0.0007682367818696 0.000248206198094),BaylorSCH0S-WasinkhyahTMP0S-207
POINT (0.0007682447701436 0.0002482276962091),BaylorSCH0S-WasinkhyahTMP0S-208
POINT (0.0007682492378423 0.0002482283321821),BaylorSCH0S-WasinkhyahTMP0S-209
POINT (0.0007682508304592 0.0002482274434514),BaylorSCH0SE-WasinkhyahTMP0SE-322
POINT (0.0007682564674327 0.0002482240665481),BaylorSCH0SE-WasinkhyahTMP0SE-323
POINT (0.0007682507165884 0.0002482262335081),BaylorSCH0S-WasinkhyahTMP0S-210
POINT (0.0007682373985926 0.000248206009515),BaylorSCH0S-WasinkhyahTMP0S-211
POINT (0.0007682453801124 0.0002482284079631),BaylorSCH0S-WasinkhyahTMP0S-212
POINT (0.0007682499962965 0.0002482277927866),BaylorSCH0S-WasinkhyahTMP0S-213
POINT (0.0007682564127852 0.0002482232576616),BaylorSCH0SE-WasinkhyahTMP0SE-324
POINT (0.0007682520381391 0.0002482263890266),BaylorSCH0SE-WasinkhyahTMP0SE-325
POINT (0.0007682460615156 0.0002482283950999),BaylorSCH0S-WasinkhyahTMP0S-214
POINT (0.0007682414526382 0.0002482185661718),BaylorSCH0S-WasinkhyahTMP0S-215
POINT (0.0007682505860968 0.0002482279078896),BaylorSCH0SE-WasinkhyahTMP0SE-326
POINT (0.0007682568966018 0.000248222465766),BaylorSCH0SE-WasinkhyahTMP0SE-327
POINT (0.000768238886353 0.0002482279505424),BaylorSCH0SW-WasinkhyahTMP0SW-170
POINT (0.0007682524954755 0.0002482262604386),BaylorSCH0SE-WasinkhyahTMP0SE-328
POINT (0.0007682381801287 0.0002482057547669),BaylorSCH0S-WasinkhyahTMP0S-216
POINT (0.0007682466945567 0.0002482275510011),BaylorSCH0S-WasinkhyahTMP0S-217
POINT (0.0007682513455705 0.0002482277752799),BaylorSCH0SE-WasinkhyahTMP0SE-329
POINT (0.0007682485750483 0.0002482286610511),BaylorSCH0S-WasinkhyahTMP0S-218
POINT (0.0007682495602573 0.0002482272906838),BaylorSCH0S-WasinkhyahTMP0S-219
POINT (0.0007682581090747 0.0002482231575352),BaylorSCH0SE-WasinkhyahTMP0SE-330
POINT (0.0007682401614283 0.0002482188307353),BaylorSCH0S-WasinkhyahTMP0S-220
POINT (0.0007682552446696 0.0002482284286069),BaylorSCH0SE-WasinkhyahTMP0SE-331
POINT (0.0007682568719092 0.000248229243391),BaylorSCH0SE-WasinkhyahTMP0SE-332
POINT (0.0007682552910597 0.0002482298145006),BaylorSCH0SE-WasinkhyahTMP0SE-333
POINT (0.0007682558721822 0.0002482296112938),BaylorSCH0SE-WasinkhyahTMP0SE-334
POINT (0.0007682529229331 0.0002482304820681),BaylorSCH0SE-WasinkhyahTMP0SE-335
POINT (0.0007682458295539 0.0002482300745629),BaylorSCH0S-WasinkhyahTMP0S-221
POINT (0.0007682491568838 0.000248231027963),BaylorSCH0SE-WasinkhyahTMP0SE-336
POINT (0.0007682485865598 0.0002482327476729),BaylorSCH0SE-WasinkhyahTMP0SE-337
POINT (0.0007682454083185 0.0002482305350655),BaylorSCH0S-WasinkhyahTMP0S-222
POINT (0.0007682404092947 0.0002482304831976),BaylorSCH0SW-WasinkhyahTMP0SW-171
POINT (0.0007682452410365 0.0002482333779558),BaylorSCH0SW-WasinkhyahTMP0SW-172
POINT (0.000768243868407 0.000248231848443),BaylorSCH0SW-WasinkhyahTMP0SW-173
POINT (0.0007682446830945 0.0002482233046766),BaylorSCH0S-WasinkhyahTMP0S-223
POINT (0.0007682452059511 0.0002482293340118),BaylorSCH0S-WasinkhyahTMP0S-224
POINT (0.0007682497906614 0.0002482303991511),BaylorSCH0SE-WasinkhyahTMP0SE-338
POINT (0.0007682424175773 0.0002482320313244),BaylorSCH0SW-WasinkhyahTMP0SW-174
POINT (0.0007682398052566 0.000248230543927),BaylorSCH0SW-WasinkhyahTMP0SW-175
POINT (0.0007682497857344 0.0002482359360701),BaylorSCH0E-WasinkhyahTMP0E-64
POINT (0.0007682508895838 0.0002482361062215),BaylorSCH0E-WasinkhyahTMP0E-65
POINT (0.0007682580357692 0.0002482303338839),BaylorSCH0SE-WasinkhyahTMP0SE-339
POINT (0.0007682539147244 0.0002482330615327),BaylorSCH0E-WasinkhyahTMP0E-66
POINT (0.0007682412197241 0.0002482301423513),BaylorSCH0SW-WasinkhyahTMP0SW-176
POINT (0.0007682530689397 0.0002482340785945),BaylorSCH0E-WasinkhyahTMP0E-67
POINT (0.0007682495655218 0.0002482334769019),BaylorSCH0SE-WasinkhyahTMP0SE-340
POINT (0.0007682558794562 0.0002482268356871),BaylorSCH0SE-WasinkhyahTMP0SE-341
POINT (0.00076824279184 0.0002482301027902),BaylorSCH0SW-WasinkhyahTMP0SW-177
POINT (0.0007682491552812 0.0002482333825744),BaylorSCH0SE-WasinkhyahTMP0SE-342
POINT (0.0007682424514393 0.0002482293869025),BaylorSCH0SW-WasinkhyahTMP0SW-178
POINT (0.000768245542093 0.0002482318150487),BaylorSCH0S-WasinkhyahTMP0S-225
POINT (0.0007682423721186 0.0002482309467683),BaylorSCH0SW-WasinkhyahTMP0SW-179
POINT (0.0007682430269124 0.0002482291327267),BaylorSCH0SW-WasinkhyahTMP0SW-180
POINT (0.0007682353321872 0.0002482310452584),BaylorSCH0SW-WasinkhyahTMP0SW-181
POINT (0.0007682360917336 0.000248231215234),BaylorSCH0SW-WasinkhyahTMP0SW-182
POINT (0.0007682527259204 0.0002482294601152),BaylorSCH0SE-WasinkhyahTMP0SE-343
POINT (0.0007682524692133 0.000248231850941),BaylorSCH0SE-WasinkhyahTMP0SE-344
POINT (0.0007682474422864 0.0002482271423368),BaylorSCH0S-WasinkhyahTMP0S-226
POINT (0.0007682517204134 0.0002482302752518),BaylorSCH0SE-WasinkhyahTMP0SE-345
POINT (0.000768253388877 0.0002482351118658),BaylorSCH0E-WasinkhyahTMP0E-68
POINT (0.0007682497249846 0.0002482323708646),BaylorSCH0SE-WasinkhyahTMP0SE-346
POINT (0.0007682548958405 0.0002482318666501),BaylorSCH0SE-WasinkhyahTMP0SE-347
POINT (0.0007682400061805 0.0002482295614374),BaylorSCH0SW-WasinkhyahTMP0SW-183
POINT (0.000768254133943 0.0002482301454403),BaylorSCH0SE-WasinkhyahTMP0SE-348
POINT (0.0007682515693394 0.0002482353184783),BaylorSCH0E-WasinkhyahTMP0E-69
POINT (0.0007682347198294 0.0002482312795824),BaylorSCH0W-WasinkhyahTMP0W-61
POINT (0.0007682547871048 0.000248229858518),BaylorSCH0SE-WasinkhyahTMP0SE-349
POINT (0.0007682532582876 0.0002482312080878),BaylorSCH0SE-WasinkhyahTMP0SE-350
POINT (0.0007682514803444 0.0002482303688661),BaylorSCH0SE-WasinkhyahTMP0SE-351
POINT (0.0007682465083607 0.0002482292691467),BaylorSCH0S-WasinkhyahTMP0S-227
POINT (0.000768253738819 0.0002482295612497),BaylorSCH0SE-WasinkhyahTMP0SE-352
POINT (0.0007682499014896 0.0002482319109669),BaylorSCH0SE-WasinkhyahTMP0SE-353
POINT (0.0007682443861415 0.0002482303409329),BaylorSCH0SW-WasinkhyahTMP0SW-184
POINT (0.0007682526037495 0.000248232240401),BaylorSCH0SE-WasinkhyahTMP0SE-354
POINT (0.0007682467228297 0.0002482309286299),BaylorSCH0S-WasinkhyahTMP0S-228
POINT (0.0007682368199008 0.0002482311844314),BaylorSCH0SW-WasinkhyahTMP0SW-185
POINT (0.0007682514337108 0.0002482297607613),BaylorSCH0SE-WasinkhyahTMP0SE-355
POINT (0.0007682491814705 0.0002482325822712),BaylorSCH0SE-WasinkhyahTMP0SE-356
POINT (0.0007682533768857 0.0002482325885402),BaylorSCH0SE-WasinkhyahTMP0SE-357
POINT (0.0007682463110438 0.0002482305565135),BaylorSCH0S-WasinkhyahTMP0S-229
POINT (0.0007682385325389 0.0002482302097593),BaylorSCH0SW-WasinkhyahTMP0SW-186
POINT (0.0007682494702303 0.0002482290083104),BaylorSCH0S-WasinkhyahTMP0S-230
POINT (0.0007682490323395 0.0002482292350593),BaylorSCH0S-WasinkhyahTMP0S-231
POINT (0.0007682567039106 0.0002482300527746),BaylorSCH0SE-WasinkhyahTMP0SE-358
POINT (0.0007682571717943 0.0002482279129443),BaylorSCH0SE-WasinkhyahTMP0SE-359
POINT (0.0007682516949859 0.0002482358928794),BaylorSCH0E-WasinkhyahTMP0E-70
POINT (0.0007682531885527 0.0002482347552346),BaylorSCH0E-WasinkhyahTMP0E-71
POINT (0.0007682522054726 0.0002482355526739),BaylorSCH0E-WasinkhyahTMP0E-72
POINT (0.0007682594732145 0.0002482295578748),BaylorSCH0SE-WasinkhyahTMP0SE-360
POINT (0.0007682525449098 0.0002482353598008),BaylorSCH0E-WasinkhyahTMP0E-73
POINT (0.000768251739695 0.000248234146623),BaylorSCH0E-WasinkhyahTMP0E-74
POINT (0.0007682599590943 0.0002482235780109),BaylorSCH0SE-WasinkhyahTMP0SE-361
POINT (0.0007682512805124 0.0002482243260772),BaylorSCH0S-WasinkhyahTMP0S-232
POINT (0.0007682614845957 0.0002482229955088),BaylorSCH0SE-WasinkhyahTMP0SE-362
POINT (0.0007682293939459 0.0002482322450877),BaylorSCH0W-WasinkhyahTMP0W-62
POINT (0.0007682554907798 0.0002482238257487),BaylorSCH0SE-WasinkhyahTMP0SE-363
POINT (0.0007682249354129 0.0002482338466289),BaylorSCH0W-WasinkhyahTMP0W-63
POINT (0.0007682555240345 0.000248224702126),BaylorSCH0SE-WasinkhyahTMP0SE-364
POINT (0.0007682553928659 0.0002482223858698),BaylorSCH0SE-WasinkhyahTMP0SE-365
POINT (0.0007682548650399 0.0002482237603774),BaylorSCH0SE-WasinkhyahTMP0SE-366
POINT (0.0007682520243361 0.000248223513268),BaylorSCH0SE-WasinkhyahTMP0SE-367
POINT (0.0007682523207065 0.0002482234515474),BaylorSCH0SE-WasinkhyahTMP0SE-368
POINT (0.0007682250955389 0.0002482327129148),BaylorSCH0W-WasinkhyahTMP0W-64
POINT (0.00076823386581 0.0002482220667147),BaylorSCH0SW-WasinkhyahTMP0SW-187
POINT (0.0007682548382032 0.0002482224772272),BaylorSCH0SE-WasinkhyahTMP0SE-369
POINT (0.0007682647389865 0.0002482237209152),BaylorSCH0SE-WasinkhyahTMP0SE-370
POINT (0.000768251580183 0.0002482235986988),BaylorSCH0S-WasinkhyahTMP0S-233
POINT (0.0007682633022389 0.0002482235167093),BaylorSCH0SE-WasinkhyahTMP0SE-371
POINT (0.000768260759554 0.0002482229531684),BaylorSCH0SE-WasinkhyahTMP0SE-372
POINT (0.0007682327452501 0.000248222064862),BaylorSCH0SW-WasinkhyahTMP0SW-188
POINT (0.0007682546054271 0.0002482370172185),BaylorSCH0E-WasinkhyahTMP0E-75
POINT (0.0007682298956866 0.0002482316529028),BaylorSCH0W-WasinkhyahTMP0W-65
POINT (0.0007682549015839 0.0002482230528401),BaylorSCH0SE-WasinkhyahTMP0SE-373
POINT (0.0007682370281125 0.0002482257995612),BaylorSCH0SW-WasinkhyahTMP0SW-189
POINT (0.0007682608605945 0.0002482246810551),BaylorSCH0SE-WasinkhyahTMP0SE-374
POINT (0.0007682178948418 0.0002482262934012),BaylorSCH0W-WasinkhyahTMP0W-66
POINT (0.0007682621305483 0.0002482248358119),BaylorSCH0SE-WasinkhyahTMP0SE-375
POINT (0.0007682926038499 0.0002481957200698),BaylorSCH0SE-WasinkhyahTMP0SE-376
POINT (0.0007682588454939 0.0002482226862046),BaylorSCH0SE-WasinkhyahTMP0SE-377
POINT (0.0007682564647744 0.0002482219454801),BaylorSCH0SE-WasinkhyahTMP0SE-378
POINT (0.0007682782780359 0.0002482069908345),BaylorSCH0SE-WasinkhyahTMP0SE-379
