geometry,code
POINT (0.00076824743655 0.0002481890348052),BaylorSCH0S-WasinkhyahTMP0S-282
POINT (0.0007682478661448 0.0002481889627236),BaylorSCH0S-WasinkhyahTMP0S-283
POINT (0.0007682435200664 0.0002481901981181),BaylorSCH0S-WasinkhyahTMP0S-284
POINT (0.00076824336874 0.0002481895267348),BaylorSCH0S-WasinkhyahTMP0S-285
POINT (0.0007682930574723 0.0002481891538312),BaylorSCH0SE-WasinkhyahTMP0SE-446
POINT (0.0007682934749776 0.0002481926498051),BaylorSCH0SE-WasinkhyahTMP0SE-447
POINT (0.0007682938158554 0.0002481911904225),BaylorSCH0SE-WasinkhyahTMP0SE-448
POINT (0.0007682925848409 0.0002481909313493),BaylorSCH0SE-WasinkhyahTMP0SE-449
POINT (0.0007682880131455 0.0002481883426174),BaylorSCH0SE-WasinkhyahTMP0SE-450
POINT (0.000768290071333 0.0002481896162019),BaylorSCH0SE-WasinkhyahTMP0SE-451
POINT (0.0007682886920237 0.000248189733496),BaylorSCH0SE-WasinkhyahTMP0SE-452
POINT (0.0007682898978514 0.0002481941765916),BaylorSCH0SE-WasinkhyahTMP0SE-453
POINT (0.0007682810423856 0.0002481936371102),BaylorSCH0SE-WasinkhyahTMP0SE-454
POINT (0.0007682821011856 0.0002481889943957),BaylorSCH0SE-WasinkhyahTMP0SE-455
POINT (0.0007682788040039 0.0002481917957473),BaylorSCH0SE-WasinkhyahTMP0SE-456
POINT (0.0007682809926915 0.0002481912387969),BaylorSCH0SE-WasinkhyahTMP0SE-457
POINT (0.0007682823147936 0.0002481910984024),BaylorSCH0SE-WasinkhyahTMP0SE-458
POINT (0.0007682800818666 0.0002481911797568),BaylorSCH0SE-WasinkhyahTMP0SE-459
POINT (0.0007682733559631 0.0002481905123619),BaylorSCH0SE-WasinkhyahTMP0SE-460
POINT (0.0007682738270252 0.0002481924424582),BaylorSCH0SE-WasinkhyahTMP0SE-461
POINT (0.0007682735718649 0.000248193377805),BaylorSCH0SE-WasinkhyahTMP0SE-462
POINT (0.0007682785154343 0.0002481932913866),BaylorSCH0SE-WasinkhyahTMP0SE-463
POINT (0.000768277865055 0.0002481933369071),BaylorSCH0SE-WasinkhyahTMP0SE-464
POINT (0.0007682774733905 0.0002481912080866),BaylorSCH0SE-WasinkhyahTMP0SE-465
POINT (0.0007682775755669 0.0002481919653336),BaylorSCH0SE-WasinkhyahTMP0SE-466
POINT (0.000768272857615 0.0002481894177114),BaylorSCH0SE-WasinkhyahTMP0SE-467
POINT (0.0007682733520603 0.0002481894686887),BaylorSCH0SE-WasinkhyahTMP0SE-468
POINT (0.0007682746646053 0.0002481934955025),BaylorSCH0SE-WasinkhyahTMP0SE-469
POINT (0.0007682753528522 0.0002481934387729),BaylorSCH0SE-WasinkhyahTMP0SE-470
POINT (0.0007682673769935 0.0002481900002689),BaylorSCH0SE-WasinkhyahTMP0SE-471
POINT (0.0007682677063894 0.0002481903409124),BaylorSCH0SE-WasinkhyahTMP0SE-472
POINT (0.0007682718860871 0.0002481935243597),BaylorSCH0SE-WasinkhyahTMP0SE-473
POINT (0.0007682718281457 0.0002481931686269),BaylorSCH0SE-WasinkhyahTMP0SE-474
POINT (0.0007682726089706 0.0002481922995868),BaylorSCH0SE-WasinkhyahTMP0SE-475
POINT (0.0007682715952181 0.0002481926794477),BaylorSCH0SE-WasinkhyahTMP0SE-476
POINT (0.0007682677330903 0.0002481939074054),BaylorSCH0SE-WasinkhyahTMP0SE-477
POINT (0.0007682681035542 0.0002481929045421),BaylorSCH0SE-WasinkhyahTMP0SE-478
POINT (0.0007682667664062 0.0002481913915365),BaylorSCH0SE-WasinkhyahTMP0SE-479
POINT (0.0007682683379472 0.0002481911466797),BaylorSCH0SE-WasinkhyahTMP0SE-480
POINT (0.0007682665956681 0.0002481919194849),BaylorSCH0SE-WasinkhyahTMP0SE-481
POINT (0.0007682675929967 0.0002481917373162),BaylorSCH0SE-WasinkhyahTMP0SE-482
POINT (0.0007682687658329 0.0002481915002924),BaylorSCH0SE-WasinkhyahTMP0SE-483
POINT (0.0007682674929142 0.0002481908206649),BaylorSCH0SE-WasinkhyahTMP0SE-484
POINT (0.0007682685274757 0.0002481902677123),BaylorSCH0SE-WasinkhyahTMP0SE-485
POINT (0.0007682684064628 0.0002481896939434),BaylorSCH0SE-WasinkhyahTMP0SE-486
POINT (0.0007682677155419 0.0002481887694998),BaylorSCH0SE-WasinkhyahTMP0SE-487
POINT (0.0007682719224467 0.0002481902063403),BaylorSCH0SE-WasinkhyahTMP0SE-488
POINT (0.0007682716535114 0.0002481909979651),BaylorSCH0SE-WasinkhyahTMP0SE-489
POINT (0.0007682710188306 0.0002481905884053),BaylorSCH0SE-WasinkhyahTMP0SE-490
POINT (0.0007682631848014 0.0002481940302516),BaylorSCH0S-WasinkhyahTMP0S-286
POINT (0.0007682631620348 0.000248191704501),BaylorSCH0S-WasinkhyahTMP0S-287
POINT (0.0007682636266149 0.0002481915550229),BaylorSCH0S-WasinkhyahTMP0S-288
POINT (0.0007682616428377 0.0002481921532722),BaylorSCH0S-WasinkhyahTMP0S-289
POINT (0.0007682641090887 0.0002481910882611),BaylorSCH0S-WasinkhyahTMP0S-290
POINT (0.000768260923896 0.0002481926991965),BaylorSCH0S-WasinkhyahTMP0S-291
POINT (0.0007682621362677 0.0002481936312995),BaylorSCH0S-WasinkhyahTMP0S-292
POINT (0.0007682615582128 0.0002481930646526),BaylorSCH0S-WasinkhyahTMP0S-293
POINT (0.000768262078696 0.0002481930047834),BaylorSCH0S-WasinkhyahTMP0S-294
POINT (0.0007682662157614 0.0002481902551239),BaylorSCH0SE-WasinkhyahTMP0SE-491
POINT (0.0007682571162925 0.0002481891672347),BaylorSCH0S-WasinkhyahTMP0S-295
POINT (0.0007682574567448 0.0002481889170553),BaylorSCH0S-WasinkhyahTMP0S-296
POINT (0.000768257882801 0.000248188906007),BaylorSCH0S-WasinkhyahTMP0S-297
POINT (0.0007682584133299 0.0002481887772257),BaylorSCH0S-WasinkhyahTMP0S-298
POINT (0.0007682564730486 0.0002481891054581),BaylorSCH0S-WasinkhyahTMP0S-299
POINT (0.0007682602430227 0.0002481897316726),BaylorSCH0S-WasinkhyahTMP0S-300
POINT (0.0007682562502476 0.000248189855605),BaylorSCH0S-WasinkhyahTMP0S-301
POINT (0.0007682740672343 0.0002482288755863),BaylorSCH0E-WasinkhyahTMP0E-209
POINT (0.0007682735362223 0.0002482300478076),BaylorSCH0E-WasinkhyahTMP0E-210
POINT (0.0007682755713935 0.000248231092995),BaylorSCH0E-WasinkhyahTMP0E-211
POINT (0.0007682777601707 0.0002482267570845),BaylorSCH0E-WasinkhyahTMP0E-212
POINT (0.0007682747288067 0.0002482278287488),BaylorSCH0E-WasinkhyahTMP0E-213
POINT (0.0007682674475112 0.0002482311628718),BaylorSCH0E-WasinkhyahTMP0E-214
POINT (0.0007682660326989 0.0002482301106967),BaylorSCH0E-WasinkhyahTMP0E-215
POINT (0.0007682631685742 0.0002482300713654),BaylorSCH0E-WasinkhyahTMP0E-216
POINT (0.0007682663796407 0.0002482311058621),BaylorSCH0E-WasinkhyahTMP0E-217
POINT (0.0007682650622683 0.0002482310924342),BaylorSCH0E-WasinkhyahTMP0E-218
POINT (0.0007682652152647 0.0002482296298645),BaylorSCH0E-WasinkhyahTMP0E-219
POINT (0.0007682613914895 0.0002482302994369),BaylorSCH0E-WasinkhyahTMP0E-220
POINT (0.0007682830612018 0.0002482295582404),BaylorSCH0E-WasinkhyahTMP0E-221
POINT (0.0007682830869452 0.0002482283344667),BaylorSCH0E-WasinkhyahTMP0E-222
POINT (0.0007682652810165 0.000248227703518),BaylorSCH0SE-WasinkhyahTMP0SE-492
POINT (0.0007682523500876 0.0002481979904658),BaylorSCH0S-WasinkhyahTMP0S-302
POINT (0.0007682508277802 0.0002481986353245),BaylorSCH0S-WasinkhyahTMP0S-303
POINT (0.0007682515073557 0.0002481969693988),BaylorSCH0S-WasinkhyahTMP0S-304
POINT (0.0007682510052615 0.000248195359453),BaylorSCH0S-WasinkhyahTMP0S-305
POINT (0.000768265796479 0.000248188837908),BaylorSCH0S-WasinkhyahTMP0S-306
POINT (0.0007682542006279 0.000248191980233),BaylorSCH0S-WasinkhyahTMP0S-307
POINT (0.0007682544902116 0.0002481923421768),BaylorSCH0S-WasinkhyahTMP0S-308
POINT (0.0007682549334938 0.0002481931181351),BaylorSCH0S-WasinkhyahTMP0S-309
POINT (0.0007682558179986 0.0002481925431535),BaylorSCH0S-WasinkhyahTMP0S-310
POINT (0.0007682813392399 0.0002481921165002),BaylorSCH0SE-WasinkhyahTMP0SE-493
POINT (0.0007682658053535 0.0002481895158603),BaylorSCH0S-WasinkhyahTMP0S-311
POINT (0.0007682902310994 0.0002482280269968),BaylorSCH0E-WasinkhyahTMP0E-223
POINT (0.0007682864694687 0.0002482287075383),BaylorSCH0E-WasinkhyahTMP0E-224
POINT (0.0007682599807704 0.0002482281182401),BaylorSCH0SE-WasinkhyahTMP0SE-494
POINT (0.0007682567005163 0.0002482307249431),BaylorSCH0SE-WasinkhyahTMP0SE-495
POINT (0.0007682561579339 0.0002482305578565),BaylorSCH0SE-WasinkhyahTMP0SE-496
POINT (0.0007682591182644 0.0002482314843184),BaylorSCH0E-WasinkhyahTMP0E-225
POINT (0.0007682581365261 0.0002482293143831),BaylorSCH0SE-WasinkhyahTMP0SE-497
POINT (0.0007682564727934 0.0002482313717301),BaylorSCH0SE-WasinkhyahTMP0SE-498
POINT (0.0007682534953982 0.0002482304234033),BaylorSCH0SE-WasinkhyahTMP0SE-499
POINT (0.0007682476299484 0.0002482302766592),BaylorSCH0S-WasinkhyahTMP0S-312
POINT (0.0007682470719157 0.0002482312626618),BaylorSCH0S-WasinkhyahTMP0S-313
POINT (0.0007682529346094 0.0002481923224555),BaylorSCH0S-WasinkhyahTMP0S-314
POINT (0.0007682522976981 0.0002481917027853),BaylorSCH0S-WasinkhyahTMP0S-315
POINT (0.0007682519509757 0.0002481918811218),BaylorSCH0S-WasinkhyahTMP0S-316
POINT (0.000768251459508 0.0002481919498377),BaylorSCH0S-WasinkhyahTMP0S-317
POINT (0.0007682527772307 0.0002481915916738),BaylorSCH0S-WasinkhyahTMP0S-318
POINT (0.0007682490439169 0.0002481912456502),BaylorSCH0S-WasinkhyahTMP0S-319
POINT (0.0007682490961105 0.0002481899267638),BaylorSCH0S-WasinkhyahTMP0S-320
POINT (0.0007682497286282 0.0002481882592128),BaylorSCH0S-WasinkhyahTMP0S-321
POINT (0.000768252394442 0.0002481887053474),BaylorSCH0S-WasinkhyahTMP0S-322
POINT (0.0007682528395424 0.0002481894663943),BaylorSCH0S-WasinkhyahTMP0S-323
POINT (0.0007682535744903 0.0002481890805692),BaylorSCH0S-WasinkhyahTMP0S-324
POINT (0.0007682526047481 0.0002481890976781),BaylorSCH0S-WasinkhyahTMP0S-325
POINT (0.0007682540064252 0.0002481903044489),BaylorSCH0S-WasinkhyahTMP0S-326
POINT (0.000768253622439 0.0002481909951531),BaylorSCH0S-WasinkhyahTMP0S-327
POINT (0.0007682539976359 0.0002481914824315),BaylorSCH0S-WasinkhyahTMP0S-328
POINT (0.0007682513045834 0.0002481890970858),BaylorSCH0S-WasinkhyahTMP0S-329
POINT (0.0007682501343236 0.0002481892273435),BaylorSCH0S-WasinkhyahTMP0S-330
POINT (0.0007682236160136 0.0002482314849179),BaylorSCH0W-WasinkhyahTMP0W-149
POINT (0.0007682196752797 0.0002482300634166),BaylorSCH0W-WasinkhyahTMP0W-150
POINT (0.0007682187889339 0.0002482283550337),BaylorSCH0W-WasinkhyahTMP0W-151
POINT (0.000768219563956 0.0002482270647187),BaylorSCH0W-WasinkhyahTMP0W-152
POINT (0.0007682201942998 0.000248227306577),BaylorSCH0W-WasinkhyahTMP0W-153
POINT (0.0007682208192795 0.0002482275333058),BaylorSCH0W-WasinkhyahTMP0W-154
POINT (0.0007682235772322 0.0002482305909731),BaylorSCH0W-WasinkhyahTMP0W-155
POINT (0.0007682238527197 0.0002482298818742),BaylorSCH0W-WasinkhyahTMP0W-156
POINT (0.0007682231399065 0.0002482282909579),BaylorSCH0W-WasinkhyahTMP0W-157
POINT (0.0007682231024364 0.0002482287255424),BaylorSCH0W-WasinkhyahTMP0W-158
POINT (0.0007682224974041 0.0002482272138454),BaylorSCH0W-WasinkhyahTMP0W-159
POINT (0.0007682214928454 0.0002482271613264),BaylorSCH0W-WasinkhyahTMP0W-160
POINT (0.0007682217580239 0.0002482277855007),BaylorSCH0W-WasinkhyahTMP0W-161
POINT (0.0007682218336929 0.0002482285612257),BaylorSCH0W-WasinkhyahTMP0W-162
POINT (0.0007682206066574 0.0002482291901715),BaylorSCH0W-WasinkhyahTMP0W-163
POINT (0.0007682201445934 0.0002482307669385),BaylorSCH0W-WasinkhyahTMP0W-164
POINT (0.0007682187246869 0.0002482305583056),BaylorSCH0W-WasinkhyahTMP0W-165
POINT (0.0007682216121524 0.000248230406361),BaylorSCH0W-WasinkhyahTMP0W-166
POINT (0.0007682230343137 0.0002482297877461),BaylorSCH0W-WasinkhyahTMP0W-167
POINT (0.000768225511343 0.0002482309070311),BaylorSCH0W-WasinkhyahTMP0W-168
POINT (0.0007682243611661 0.0002482274429482),BaylorSCH0W-WasinkhyahTMP0W-169
POINT (0.0007682272010833 0.0002482286918106),BaylorSCH0W-WasinkhyahTMP0W-170
POINT (0.0007682273196319 0.0002482290695524),BaylorSCH0W-WasinkhyahTMP0W-171
POINT (0.000768226891767 0.0002482293548222),BaylorSCH0W-WasinkhyahTMP0W-172
POINT (0.0007682286609639 0.0002482299699313),BaylorSCH0W-WasinkhyahTMP0W-173
POINT (0.0007682350140207 0.0002481981350586),BaylorSCH0S-WasinkhyahTMP0S-331
POINT (0.0007682324046073 0.0002481986499181),BaylorSCH0S-WasinkhyahTMP0S-332
POINT (0.0007682390093387 0.0002481985610211),BaylorSCH0S-WasinkhyahTMP0S-333
POINT (0.0007682384734107 0.0002481989323529),BaylorSCH0S-WasinkhyahTMP0S-334
POINT (0.0007682380519402 0.0002481991815002),BaylorSCH0S-WasinkhyahTMP0S-335
POINT (0.0007682372486181 0.0002481986038994),BaylorSCH0S-WasinkhyahTMP0S-336
POINT (0.0007682380793388 0.0002481979719187),BaylorSCH0S-WasinkhyahTMP0S-337
POINT (0.0007682385859886 0.000248197556897),BaylorSCH0S-WasinkhyahTMP0S-338
POINT (0.0007682398924614 0.0002481967890395),BaylorSCH0S-WasinkhyahTMP0S-339
POINT (0.0007682371907618 0.0002481947383714),BaylorSCH0S-WasinkhyahTMP0S-340
POINT (0.000768235954178 0.0002481948106777),BaylorSCH0S-WasinkhyahTMP0S-341
POINT (0.0007682378293919 0.000248193355472),BaylorSCH0S-WasinkhyahTMP0S-342
POINT (0.0007682367447768 0.00024819410987),BaylorSCH0S-WasinkhyahTMP0S-343
POINT (0.0007682411921393 0.0002481948448915),BaylorSCH0S-WasinkhyahTMP0S-344
POINT (0.0007682217451066 0.0002482023513572),BaylorSCH0SW-WasinkhyahTMP0SW-229
POINT (0.0007682236562662 0.0002482006962996),BaylorSCH0SW-WasinkhyahTMP0SW-230
POINT (0.0007682235468433 0.0002482012287608),BaylorSCH0SW-WasinkhyahTMP0SW-231
POINT (0.0007682233698752 0.0002482019869389),BaylorSCH0SW-WasinkhyahTMP0SW-232
POINT (0.0007682231789832 0.0002482030514425),BaylorSCH0SW-WasinkhyahTMP0SW-233
POINT (0.0007682239766453 0.0002482034168727),BaylorSCH0SW-WasinkhyahTMP0SW-234
POINT (0.0007682231023638 0.0002482041106163),BaylorSCH0SW-WasinkhyahTMP0SW-235
POINT (0.0007682216839519 0.0002482009715785),BaylorSCH0SW-WasinkhyahTMP0SW-236
POINT (0.0007682224182206 0.0002482005753534),BaylorSCH0SW-WasinkhyahTMP0SW-237
POINT (0.0007682197665926 0.0002482044409824),BaylorSCH0SW-WasinkhyahTMP0SW-238
POINT (0.000768217860903 0.0002482034075294),BaylorSCH0SW-WasinkhyahTMP0SW-239
POINT (0.0007682179597714 0.0002482019505571),BaylorSCH0SW-WasinkhyahTMP0SW-240
POINT (0.0007682190693151 0.0002482030985184),BaylorSCH0SW-WasinkhyahTMP0SW-241
POINT (0.0007682239749127 0.0002482020686914),BaylorSCH0SW-WasinkhyahTMP0SW-242
POINT (0.0007682257592107 0.0002482006043892),BaylorSCH0SW-WasinkhyahTMP0SW-243
POINT (0.0007682241810026 0.000248200613602),BaylorSCH0SW-WasinkhyahTMP0SW-244
POINT (0.0007682258464704 0.0002482017259246),BaylorSCH0SW-WasinkhyahTMP0SW-245
POINT (0.0007682248040555 0.0002482041128314),BaylorSCH0SW-WasinkhyahTMP0SW-246
POINT (0.0007682256202212 0.0002481995595833),BaylorSCH0SW-WasinkhyahTMP0SW-247
POINT (0.00076822715153 0.0002481997540949),BaylorSCH0SW-WasinkhyahTMP0SW-248
POINT (0.000768235618514 0.0002482045984357),BaylorSCH0S-WasinkhyahTMP0S-345
POINT (0.0007682361247281 0.0002482003634228),BaylorSCH0S-WasinkhyahTMP0S-346
POINT (0.0007682356054306 0.0002482011787277),BaylorSCH0S-WasinkhyahTMP0S-347
POINT (0.0007682338062315 0.0002482007525064),BaylorSCH0S-WasinkhyahTMP0S-348
POINT (0.0007682345974662 0.0002481996868589),BaylorSCH0S-WasinkhyahTMP0S-349
POINT (0.0007682341586815 0.0002482003442963),BaylorSCH0S-WasinkhyahTMP0S-350
POINT (0.000768233886425 0.0002482014160139),BaylorSCH0S-WasinkhyahTMP0S-351
POINT (0.0007682318917999 0.0002482006366872),BaylorSCH0SW-WasinkhyahTMP0SW-249
POINT (0.0007682305388803 0.0002482001332653),BaylorSCH0SW-WasinkhyahTMP0SW-250
POINT (0.0007682319227146 0.000248201753655),BaylorSCH0SW-WasinkhyahTMP0SW-251
POINT (0.0007682338824098 0.0002482025182924),BaylorSCH0S-WasinkhyahTMP0S-352
POINT (0.0007682303216168 0.0002482011966748),BaylorSCH0SW-WasinkhyahTMP0SW-252
POINT (0.0007682327172949 0.0002482028695336),BaylorSCH0SW-WasinkhyahTMP0SW-253
POINT (0.0007682327429136 0.0002482051473995),BaylorSCH0SW-WasinkhyahTMP0SW-254
POINT (0.0007682384596327 0.0002482024841981),BaylorSCH0S-WasinkhyahTMP0S-353
POINT (0.0007682421060371 0.0002482004580063),BaylorSCH0S-WasinkhyahTMP0S-354
POINT (0.0007682405092309 0.0002481990459154),BaylorSCH0S-WasinkhyahTMP0S-355
POINT (0.0007682406810569 0.0002481995698549),BaylorSCH0S-WasinkhyahTMP0S-356
POINT (0.0007682408084207 0.0002482000335523),BaylorSCH0S-WasinkhyahTMP0S-357
POINT (0.0007682393497172 0.0002482011302387),BaylorSCH0S-WasinkhyahTMP0S-358
POINT (0.0007682392788468 0.0002482001211118),BaylorSCH0S-WasinkhyahTMP0S-359
POINT (0.0007682374680353 0.0002481997802274),BaylorSCH0S-WasinkhyahTMP0S-360
POINT (0.0007682397807022 0.0002481995681768),BaylorSCH0S-WasinkhyahTMP0S-361
POINT (0.0007682406716083 0.0002482021733128),BaylorSCH0S-WasinkhyahTMP0S-362
POINT (0.0007682400935825 0.0002482029463169),BaylorSCH0S-WasinkhyahTMP0S-363
POINT (0.000768240583675 0.000248203967339),BaylorSCH0S-WasinkhyahTMP0S-364
POINT (0.0007682410298852 0.0002482007492386),BaylorSCH0S-WasinkhyahTMP0S-365
POINT (0.0007682369452136 0.0002482025548508),BaylorSCH0S-WasinkhyahTMP0S-366
POINT (0.0007682364677755 0.000248198671987),BaylorSCH0S-WasinkhyahTMP0S-367
POINT (0.0007682359551224 0.0002481990072278),BaylorSCH0S-WasinkhyahTMP0S-368
POINT (0.0007682466520567 0.0002481978517892),BaylorSCH0S-WasinkhyahTMP0S-369
POINT (0.0007682462990248 0.0002481982781898),BaylorSCH0S-WasinkhyahTMP0S-370
POINT (0.0007682427564173 0.0002481993759855),BaylorSCH0S-WasinkhyahTMP0S-371
POINT (0.0007682437714609 0.0002481989903501),BaylorSCH0S-WasinkhyahTMP0S-372
POINT (0.0007682466910015 0.0002481969747986),BaylorSCH0S-WasinkhyahTMP0S-373
POINT (0.0007682452046611 0.0002481960845768),BaylorSCH0S-WasinkhyahTMP0S-374
POINT (0.0007682450042539 0.0002481955748447),BaylorSCH0S-WasinkhyahTMP0S-375
POINT (0.000768244493958 0.0002481957067717),BaylorSCH0S-WasinkhyahTMP0S-376
POINT (0.0007682440167537 0.0002481957548766),BaylorSCH0S-WasinkhyahTMP0S-377
POINT (0.0007682459292669 0.0002481958483014),BaylorSCH0S-WasinkhyahTMP0S-378
POINT (0.0007682465682447 0.0002481951696387),BaylorSCH0S-WasinkhyahTMP0S-379
POINT (0.0007682464460783 0.0002481956224444),BaylorSCH0S-WasinkhyahTMP0S-380
POINT (0.0007682467841253 0.0002481992776201),BaylorSCH0S-WasinkhyahTMP0S-381
POINT (0.0007682459700532 0.0002481990874046),BaylorSCH0S-WasinkhyahTMP0S-382
POINT (0.0007682552341614 0.0002481939141729),BaylorSCH0S-WasinkhyahTMP0S-383
POINT (0.000768256092662 0.0002481988726982),BaylorSCH0S-WasinkhyahTMP0S-384
POINT (0.0007682593392961 0.00024819887056),BaylorSCH0S-WasinkhyahTMP0S-385
POINT (0.0007682600584189 0.0002481988167842),BaylorSCH0S-WasinkhyahTMP0S-386
POINT (0.000768258930389 0.0002481992287402),BaylorSCH0S-WasinkhyahTMP0S-387
POINT (0.000768259660016 0.0002481970215011),BaylorSCH0S-WasinkhyahTMP0S-388
POINT (0.0007682570728473 0.000248196724128),BaylorSCH0S-WasinkhyahTMP0S-389
POINT (0.0007682561776968 0.0002481975380324),BaylorSCH0S-WasinkhyahTMP0S-390
POINT (0.0007682542927967 0.0002481988516436),BaylorSCH0S-WasinkhyahTMP0S-391
POINT (0.0007682573488656 0.0002481941183863),BaylorSCH0S-WasinkhyahTMP0S-392
POINT (0.0007682608981434 0.0002481957428284),BaylorSCH0S-WasinkhyahTMP0S-393
POINT (0.0007682605922831 0.0002481951830841),BaylorSCH0S-WasinkhyahTMP0S-394
POINT (0.0007682603644993 0.0002481967864266),BaylorSCH0S-WasinkhyahTMP0S-395
POINT (0.0007682600178666 0.0002481962328083),BaylorSCH0S-WasinkhyahTMP0S-396
POINT (0.0007682559943972 0.0002481952158784),BaylorSCH0S-WasinkhyahTMP0S-397
POINT (0.0007682555458486 0.0002481945042865),BaylorSCH0S-WasinkhyahTMP0S-398
POINT (0.0007682583326101 0.000248196022783),BaylorSCH0S-WasinkhyahTMP0S-399
POINT (0.0007682588920413 0.0002481957770997),BaylorSCH0S-WasinkhyahTMP0S-400
POINT (0.0007682549389618 0.0002481961502799),BaylorSCH0S-WasinkhyahTMP0S-401
POINT (0.000768256555317 0.0002481947567993),BaylorSCH0S-WasinkhyahTMP0S-402
POINT (0.0007682579042588 0.0002481971697232),BaylorSCH0S-WasinkhyahTMP0S-403
POINT (0.0007682574766608 0.0002481965723435),BaylorSCH0S-WasinkhyahTMP0S-404
POINT (0.0007682580942525 0.0002481982176079),BaylorSCH0S-WasinkhyahTMP0S-405
POINT (0.000768255423052 0.0002481979984318),BaylorSCH0S-WasinkhyahTMP0S-406
POINT (0.0007682641495558 0.0002481938971294),BaylorSCH0S-WasinkhyahTMP0S-407
POINT (0.0007682641602904 0.0002481979592504),BaylorSCH0SE-WasinkhyahTMP0SE-500
POINT (0.000768265525213 0.000248198640003),BaylorSCH0SE-WasinkhyahTMP0SE-501
POINT (0.0007682652098179 0.0002481980223664),BaylorSCH0SE-WasinkhyahTMP0SE-502
POINT (0.0007682646938051 0.0002481963110549),BaylorSCH0SE-WasinkhyahTMP0SE-503
POINT (0.0007682638060692 0.0002481960492692),BaylorSCH0SE-WasinkhyahTMP0SE-504
POINT (0.0007682642359189 0.0002481966465953),BaylorSCH0SE-WasinkhyahTMP0SE-505
POINT (0.0007682613624545 0.0002481964090317),BaylorSCH0S-WasinkhyahTMP0S-408
POINT (0.000768257893479 0.000248230764469),BaylorSCH0SE-WasinkhyahTMP0SE-506
POINT (0.0007682169433291 0.0002482059922913),BaylorSCH0SW-WasinkhyahTMP0SW-255
POINT (0.000768216469281 0.0002482060981483),BaylorSCH0SW-WasinkhyahTMP0SW-256
POINT (0.00076821588872 0.0002482062995257),BaylorSCH0SW-WasinkhyahTMP0SW-257
POINT (0.000768215173477 0.0002482064511682),BaylorSCH0SW-WasinkhyahTMP0SW-258
POINT (0.0007682150025175 0.0002482057728886),BaylorSCH0SW-WasinkhyahTMP0SW-259
POINT (0.0007682153544087 0.0002482076931879),BaylorSCH0SW-WasinkhyahTMP0SW-260
POINT (0.0007682168077177 0.0002482074710561),BaylorSCH0SW-WasinkhyahTMP0SW-261
POINT (0.0007682173394432 0.0002482085351063),BaylorSCH0SW-WasinkhyahTMP0SW-262
POINT (0.0007682161510136 0.0002482077586146),BaylorSCH0SW-WasinkhyahTMP0SW-263
POINT (0.0007682129907404 0.0002482100147334),BaylorSCH0SW-WasinkhyahTMP0SW-264
POINT (0.0007682924545092 0.00024819717134),BaylorSCH0SE-WasinkhyahTMP0SE-507
POINT (0.000768292877444 0.0002481965297896),BaylorSCH0SE-WasinkhyahTMP0SE-508
POINT (0.0007682921309695 0.000248196365731),BaylorSCH0SE-WasinkhyahTMP0SE-509
POINT (0.0007682916815804 0.0002481964290059),BaylorSCH0SE-WasinkhyahTMP0SE-510
POINT (0.0007682915129053 0.0002481974149963),BaylorSCH0SE-WasinkhyahTMP0SE-511
POINT (0.0007682916777694 0.0002481957899109),BaylorSCH0SE-WasinkhyahTMP0SE-512
POINT (0.0007682924489258 0.0002481988558435),BaylorSCH0SE-WasinkhyahTMP0SE-513
POINT (0.0007682920252231 0.0002481990015391),BaylorSCH0SE-WasinkhyahTMP0SE-514
POINT (0.0007682930521365 0.0002481986451764),BaylorSCH0SE-WasinkhyahTMP0SE-515
POINT (0.000768293574646 0.0002481982224704),BaylorSCH0SE-WasinkhyahTMP0SE-516
POINT (0.0007682937014369 0.0002481947807257),BaylorSCH0SE-WasinkhyahTMP0SE-517
POINT (0.0007682942649174 0.0002481971854437),BaylorSCH0SE-WasinkhyahTMP0SE-518
POINT (0.0007682885619628 0.000248194151833),BaylorSCH0SE-WasinkhyahTMP0SE-519
POINT (0.0007682897896192 0.0002481950720167),BaylorSCH0SE-WasinkhyahTMP0SE-520
POINT (0.0007682805337191 0.0002481942286389),BaylorSCH0SE-WasinkhyahTMP0SE-521
POINT (0.0007682791621828 0.0002481958133672),BaylorSCH0SE-WasinkhyahTMP0SE-522
POINT (0.000768281745837 0.0002481978867132),BaylorSCH0SE-WasinkhyahTMP0SE-523
POINT (0.0007682824042442 0.0002481975708889),BaylorSCH0SE-WasinkhyahTMP0SE-524
POINT (0.00076828240593 0.0002481986040785),BaylorSCH0SE-WasinkhyahTMP0SE-525
POINT (0.0007682787167074 0.0002481975849779),BaylorSCH0SE-WasinkhyahTMP0SE-526
POINT (0.0007682801680749 0.000248198091966),BaylorSCH0SE-WasinkhyahTMP0SE-527
POINT (0.0007682823216091 0.0002481960627727),BaylorSCH0SE-WasinkhyahTMP0SE-528
POINT (0.0007682823908221 0.0002481966906418),BaylorSCH0SE-WasinkhyahTMP0SE-529
POINT (0.0007682832394448 0.0002481957890126),BaylorSCH0SE-WasinkhyahTMP0SE-530
POINT (0.0007682836611794 0.0002481957654419),BaylorSCH0SE-WasinkhyahTMP0SE-531
POINT (0.0007682781349968 0.0002481948103523),BaylorSCH0SE-WasinkhyahTMP0SE-532
POINT (0.0007682729269085 0.0002481949061993),BaylorSCH0SE-WasinkhyahTMP0SE-533
